5, 5, 5, 5, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0.1, 0.223, 0.176, 0.1427068334481167, 0.40423505777328106, 1, 0.48563435948300537, 1
7, 7, 7, 7, 12, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 5, 5, 4, 4, 3, 3, 2, 2, 0, 0, 0.056910569105691054, 0.058, 0.124, 0.2821731224145949, 0.097747001541110309, 1, 0.48956770554180795, 1
7, 7, 7, 7, 13, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.08139534883720931, 0.174, 0.062, 0.13993690675258633, 0.17873227159478619, 1, 0.3292412777913265, 1
7, 7, 7, 7, 6, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.21212121212121213, 0.332, 0.09599999999999997, 0.20296094179950172, 0.40602152308086437, 1, 0.50226926866333499, 0
4, 2, 4, 4, 12, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02158273381294964, 0.08699999999999997, 0.105, 0.11671773546032795, 0.51917242445082878, 0, 0.5011142467019879, 0
6, 6, 5, 5, 7, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0.06818181818181818, 0.056, 0.397, 0.15064018498706513, 0.14545951192191506, 1, 0.37219761919008637, 1
24, 23, 24, 24, 71, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 22, 21, 21, 20, 20, 19, 19, 18, 18, 0, 0, 0.07692307692307693, 0.008000000000000007, 0.013999999999999985, 0.5506649408837984, 0.074429243591303998, 1, 0.37978312681643228, 1
8, 3, 8, 8, 35, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.03296703296703297, 0.145, 0.124, 0.03241228053429371, 0.091181488351901832, 1, 0.40449231532028468, 1
4, 3, 4, 4, 14, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02197802197802198, 0.29100000000000004, 0.01899999999999999, 0.10935041890655249, 0.19243801075652744, 1, 0.34068288419834786, 1
10, 9, 10, 10, 14, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1044776119402985, 0.051, 0.069, 0.23186123190521102, 0.50014401823531052, 0, 0.36059357752030613, 1
